id,numero_ticket,fecha_creacion,fecha_resolucion,categoria_id,tecnico_id,prioridad,estado,descripcion,mttr_horas
4561,TKT-004561,2023-04-01T17:56:00,2023-04-06T01:56:00,9,1,Media,Resuelto,Ticket de prueba #4561,104
4562,TKT-004562,2024-08-03T20:50:00,2024-08-06T18:50:00,9,6,Crítica,Resuelto,Ticket de prueba #4562,70
4563,TKT-004563,2024-11-02T03:32:00,2024-11-06T06:32:00,3,7,Baja,Resuelto,Ticket de prueba #4563,99
4564,TKT-004564,2024-10-26T15:00:00,2024-10-31T13:00:00,7,4,Baja,Resuelto,Ticket de prueba #4564,118
4565,TKT-004565,2023-05-02T01:29:00,2023-05-05T05:29:00,3,2,Crítica,Resuelto,Ticket de prueba #4565,76
4566,TKT-004566,2023-05-31T18:35:00,2023-06-01T13:35:00,7,5,Media,Resuelto,Ticket de prueba #4566,19
4567,TKT-004567,2023-08-18T08:57:00,2023-08-22T03:57:00,9,6,Crítica,Resuelto,Ticket de prueba #4567,91
4568,TKT-004568,2024-11-08T09:38:00,2024-11-13T05:38:00,8,1,Media,Resuelto,Ticket de prueba #4568,116
4569,TKT-004569,2024-12-31T10:02:00,2025-01-02T16:02:00,8,3,Crítica,Resuelto,Ticket de prueba #4569,54
4570,TKT-004570,2024-06-07T19:26:00,2024-06-12T10:26:00,9,7,Media,Resuelto,Ticket de prueba #4570,111
4571,TKT-004571,2023-07-15T10:22:00,2023-07-19T03:22:00,8,1,Crítica,Resuelto,Ticket de prueba #4571,89
4572,TKT-004572,2024-03-28T07:47:00,2024-03-28T20:47:00,3,7,Media,Resuelto,Ticket de prueba #4572,13
4573,TKT-004573,2023-04-13T10:21:00,2023-04-15T06:21:00,1,6,Alta,Resuelto,Ticket de prueba #4573,44
4574,TKT-004574,2024-03-26T21:57:00,2024-03-27T02:57:00,6,2,Baja,Resuelto,Ticket de prueba #4574,5
4575,TKT-004575,2024-06-21T15:39:00,2024-06-24T21:39:00,4,5,Alta,Resuelto,Ticket de prueba #4575,78
4576,TKT-004576,2024-12-28T08:16:00,2024-12-28T14:16:00,5,3,Media,Resuelto,Ticket de prueba #4576,6
4577,TKT-004577,2023-04-18T02:19:00,2023-04-18T11:19:00,5,4,Baja,Resuelto,Ticket de prueba #4577,9
4578,TKT-004578,2024-10-29T22:06:00,2024-11-02T23:06:00,3,2,Alta,Resuelto,Ticket de prueba #4578,97
4579,TKT-004579,2023-02-20T06:25:00,2023-02-23T03:25:00,8,1,Alta,Resuelto,Ticket de prueba #4579,69
4580,TKT-004580,2024-10-04T12:52:00,2024-10-09T12:52:00,9,5,Baja,Resuelto,Ticket de prueba #4580,120
4581,TKT-004581,2023-02-08T18:40:00,2023-02-11T03:40:00,8,5,Crítica,Resuelto,Ticket de prueba #4581,57
4582,TKT-004582,2024-07-04T01:55:00,2024-07-08T18:55:00,3,2,Alta,Resuelto,Ticket de prueba #4582,113
4583,TKT-004583,2024-10-04T08:22:00,2024-10-06T15:22:00,9,3,Alta,Resuelto,Ticket de prueba #4583,55
4584,TKT-004584,2024-02-26T15:36:00,2024-03-01T23:36:00,5,1,Media,Resuelto,Ticket de prueba #4584,104
4585,TKT-004585,2024-03-09T23:54:00,2024-03-12T06:54:00,5,7,Baja,Resuelto,Ticket de prueba #4585,55
4586,TKT-004586,2023-03-09T13:13:00,2023-03-10T07:13:00,10,3,Crítica,Resuelto,Ticket de prueba #4586,18
4587,TKT-004587,2023-08-12T15:32:00,2023-08-16T04:32:00,4,7,Baja,Resuelto,Ticket de prueba #4587,85
4588,TKT-004588,2023-12-30T18:31:00,2024-01-01T17:31:00,8,6,Media,Resuelto,Ticket de prueba #4588,47
4589,TKT-004589,2024-09-07T22:42:00,2024-09-08T17:42:00,8,2,Baja,Resuelto,Ticket de prueba #4589,19
4590,TKT-004590,2024-06-05T12:35:00,2024-06-09T16:35:00,4,6,Baja,Resuelto,Ticket de prueba #4590,100
4591,TKT-004591,2023-05-20T18:53:00,2023-05-21T06:53:00,6,5,Alta,Resuelto,Ticket de prueba #4591,12
4592,TKT-004592,2024-12-23T21:19:00,2024-12-27T08:19:00,3,7,Media,Resuelto,Ticket de prueba #4592,83
4593,TKT-004593,2023-08-21T05:19:00,2023-08-21T17:19:00,7,7,Alta,Resuelto,Ticket de prueba #4593,12
4594,TKT-004594,2023-03-12T17:22:00,2023-03-16T02:22:00,5,5,Media,Resuelto,Ticket de prueba #4594,81
4595,TKT-004595,2024-08-20T13:51:00,2024-08-22T15:51:00,1,4,Media,Resuelto,Ticket de prueba #4595,50
4596,TKT-004596,2023-11-04T09:50:00,2023-11-06T11:50:00,8,6,Alta,Resuelto,Ticket de prueba #4596,50
4597,TKT-004597,2024-02-03T05:46:00,2024-02-03T21:46:00,6,6,Alta,Resuelto,Ticket de prueba #4597,16
4598,TKT-004598,2024-07-11T09:41:00,2024-07-11T20:41:00,8,3,Baja,Resuelto,Ticket de prueba #4598,11
4599,TKT-004599,2024-03-10T02:28:00,2024-03-10T03:28:00,6,1,Media,Resuelto,Ticket de prueba #4599,1
4600,TKT-004600,2023-06-19T02:32:00,2023-06-22T16:32:00,2,4,Baja,Resuelto,Ticket de prueba #4600,86
4601,TKT-004601,2024-10-23T09:57:00,2024-10-23T22:57:00,4,7,Alta,Resuelto,Ticket de prueba #4601,13
4602,TKT-004602,2023-10-08T21:30:00,2023-10-10T23:30:00,1,6,Alta,Resuelto,Ticket de prueba #4602,50
4603,TKT-004603,2024-07-29T06:44:00,2024-07-31T21:44:00,8,3,Baja,Resuelto,Ticket de prueba #4603,63
4604,TKT-004604,2023-05-12T18:51:00,2023-05-16T15:51:00,3,5,Crítica,Resuelto,Ticket de prueba #4604,93
4605,TKT-004605,2023-10-23T21:40:00,2023-10-25T04:40:00,4,7,Baja,Resuelto,Ticket de prueba #4605,31
4606,TKT-004606,2023-06-05T13:54:00,2023-06-08T23:54:00,6,6,Baja,Resuelto,Ticket de prueba #4606,82
4607,TKT-004607,2024-08-11T23:41:00,2024-08-15T02:41:00,7,6,Media,Resuelto,Ticket de prueba #4607,75
4608,TKT-004608,2023-04-30T17:57:00,2023-05-01T18:57:00,7,4,Crítica,Resuelto,Ticket de prueba #4608,25
4609,TKT-004609,2024-04-15T03:38:00,2024-04-19T03:38:00,7,4,Crítica,Resuelto,Ticket de prueba #4609,96
4610,TKT-004610,2024-03-21T02:00:00,2024-03-21T20:00:00,6,6,Crítica,Resuelto,Ticket de prueba #4610,18
4611,TKT-004611,2023-09-04T08:11:00,2023-09-08T16:11:00,1,2,Media,Resuelto,Ticket de prueba #4611,104
4612,TKT-004612,2023-05-17T21:44:00,2023-05-19T02:44:00,5,5,Baja,Resuelto,Ticket de prueba #4612,29
4613,TKT-004613,2023-03-16T06:46:00,2023-03-18T15:46:00,7,5,Media,Resuelto,Ticket de prueba #4613,57
4614,TKT-004614,2024-03-07T15:22:00,2024-03-10T23:22:00,1,1,Crítica,Resuelto,Ticket de prueba #4614,80
4615,TKT-004615,2024-04-08T19:04:00,2024-04-10T13:04:00,3,6,Alta,Resuelto,Ticket de prueba #4615,42
4616,TKT-004616,2023-10-10T12:07:00,2023-10-12T00:07:00,5,1,Media,Resuelto,Ticket de prueba #4616,36
4617,TKT-004617,2023-08-05T07:49:00,2023-08-09T21:49:00,6,1,Crítica,Resuelto,Ticket de prueba #4617,110
4618,TKT-004618,2023-11-08T12:58:00,2023-11-10T11:58:00,7,3,Media,Resuelto,Ticket de prueba #4618,47
4619,TKT-004619,2024-01-21T01:07:00,2024-01-24T00:07:00,7,2,Crítica,Resuelto,Ticket de prueba #4619,71
4620,TKT-004620,2023-05-12T12:13:00,2023-05-12T21:13:00,10,5,Alta,Resuelto,Ticket de prueba #4620,9
4621,TKT-004621,2024-10-20T12:57:00,2024-10-23T19:57:00,6,3,Media,Resuelto,Ticket de prueba #4621,79
4622,TKT-004622,2024-10-16T05:31:00,2024-10-19T21:31:00,8,4,Alta,Resuelto,Ticket de prueba #4622,88
4623,TKT-004623,2023-04-05T09:38:00,2023-04-05T15:38:00,1,2,Alta,Resuelto,Ticket de prueba #4623,6
4624,TKT-004624,2023-01-03T05:47:00,2023-01-07T12:47:00,6,3,Baja,Resuelto,Ticket de prueba #4624,103
4625,TKT-004625,2023-08-02T08:49:00,2023-08-03T21:49:00,5,5,Crítica,Resuelto,Ticket de prueba #4625,37
4626,TKT-004626,2024-05-07T04:11:00,2024-05-10T01:11:00,9,2,Baja,Resuelto,Ticket de prueba #4626,69
4627,TKT-004627,2023-11-04T15:48:00,2023-11-05T22:48:00,4,1,Alta,Resuelto,Ticket de prueba #4627,31
4628,TKT-004628,2024-01-05T08:24:00,2024-01-09T06:24:00,2,3,Crítica,Resuelto,Ticket de prueba #4628,94
4629,TKT-004629,2023-10-27T18:53:00,2023-10-28T20:53:00,3,3,Baja,Resuelto,Ticket de prueba #4629,26
4630,TKT-004630,2023-04-28T08:44:00,2023-05-02T13:44:00,10,4,Crítica,Resuelto,Ticket de prueba #4630,101
4631,TKT-004631,2024-08-26T10:13:00,2024-08-26T19:13:00,3,7,Baja,Resuelto,Ticket de prueba #4631,9
4632,TKT-004632,2023-10-24T00:37:00,2023-10-25T18:37:00,5,2,Crítica,Resuelto,Ticket de prueba #4632,42
4633,TKT-004633,2024-05-22T20:27:00,2024-05-25T03:27:00,2,5,Media,Resuelto,Ticket de prueba #4633,55
4634,TKT-004634,2023-02-23T22:33:00,2023-02-28T05:33:00,6,5,Baja,Resuelto,Ticket de prueba #4634,103
4635,TKT-004635,2023-03-03T03:46:00,2023-03-06T21:46:00,9,4,Media,Resuelto,Ticket de prueba #4635,90
4636,TKT-004636,2023-03-29T09:13:00,2023-04-01T12:13:00,2,3,Baja,Resuelto,Ticket de prueba #4636,75
4637,TKT-004637,2023-03-08T08:14:00,2023-03-10T16:14:00,8,5,Crítica,Resuelto,Ticket de prueba #4637,56
4638,TKT-004638,2023-06-24T20:06:00,2023-06-29T03:06:00,1,4,Baja,Resuelto,Ticket de prueba #4638,103
4639,TKT-004639,2024-07-15T14:06:00,2024-07-15T20:06:00,10,6,Crítica,Resuelto,Ticket de prueba #4639,6
4640,TKT-004640,2024-10-08T16:20:00,2024-10-10T23:20:00,5,2,Alta,Resuelto,Ticket de prueba #4640,55
4641,TKT-004641,2024-04-10T01:26:00,2024-04-13T12:26:00,9,6,Baja,Resuelto,Ticket de prueba #4641,83
4642,TKT-004642,2023-05-27T13:52:00,2023-05-30T16:52:00,4,2,Baja,Resuelto,Ticket de prueba #4642,75
4643,TKT-004643,2024-01-17T08:11:00,2024-01-21T03:11:00,4,1,Crítica,Resuelto,Ticket de prueba #4643,91
4644,TKT-004644,2023-02-04T01:11:00,2023-02-05T02:11:00,1,2,Crítica,Resuelto,Ticket de prueba #4644,25
4645,TKT-004645,2023-12-10T20:44:00,2023-12-12T15:44:00,1,6,Alta,Resuelto,Ticket de prueba #4645,43
4646,TKT-004646,2023-05-22T05:18:00,2023-05-26T04:18:00,2,1,Alta,Resuelto,Ticket de prueba #4646,95
4647,TKT-004647,2023-06-07T00:25:00,2023-06-09T05:25:00,8,1,Baja,Resuelto,Ticket de prueba #4647,53
4648,TKT-004648,2023-11-19T02:16:00,2023-11-20T19:16:00,10,5,Media,Resuelto,Ticket de prueba #4648,41
4649,TKT-004649,2023-01-20T03:55:00,2023-01-22T07:55:00,7,2,Media,Resuelto,Ticket de prueba #4649,52
4650,TKT-004650,2024-06-15T04:08:00,2024-06-15T22:08:00,3,3,Baja,Resuelto,Ticket de prueba #4650,18
4651,TKT-004651,2023-02-02T10:14:00,2023-02-07T02:14:00,10,2,Media,Resuelto,Ticket de prueba #4651,112
4652,TKT-004652,2024-11-11T05:03:00,2024-11-13T05:03:00,7,2,Baja,Resuelto,Ticket de prueba #4652,48
4653,TKT-004653,2023-04-08T21:47:00,2023-04-12T04:47:00,1,7,Baja,Resuelto,Ticket de prueba #4653,79
4654,TKT-004654,2023-04-27T06:16:00,2023-04-30T03:16:00,5,2,Media,Resuelto,Ticket de prueba #4654,69
4655,TKT-004655,2024-08-12T03:12:00,2024-08-13T09:12:00,3,3,Media,Resuelto,Ticket de prueba #4655,30
4656,TKT-004656,2024-06-13T12:07:00,2024-06-17T18:07:00,4,2,Media,Resuelto,Ticket de prueba #4656,102
4657,TKT-004657,2024-09-04T08:21:00,2024-09-08T19:21:00,7,6,Alta,Resuelto,Ticket de prueba #4657,107
4658,TKT-004658,2023-12-08T04:13:00,2023-12-09T19:13:00,3,5,Crítica,Resuelto,Ticket de prueba #4658,39
4659,TKT-004659,2023-11-02T09:39:00,2023-11-04T18:39:00,7,7,Baja,Resuelto,Ticket de prueba #4659,57
4660,TKT-004660,2023-06-27T08:37:00,2023-06-30T02:37:00,7,4,Media,Resuelto,Ticket de prueba #4660,66
4661,TKT-004661,2023-10-02T05:47:00,2023-10-02T12:47:00,10,3,Media,Resuelto,Ticket de prueba #4661,7
4662,TKT-004662,2024-03-23T14:40:00,2024-03-27T04:40:00,8,6,Media,Resuelto,Ticket de prueba #4662,86
4663,TKT-004663,2023-10-11T21:36:00,2023-10-14T20:36:00,6,2,Crítica,Resuelto,Ticket de prueba #4663,71
4664,TKT-004664,2023-08-26T11:25:00,2023-08-30T22:25:00,2,3,Media,Resuelto,Ticket de prueba #4664,107
4665,TKT-004665,2024-01-28T12:23:00,2024-02-01T21:23:00,6,5,Baja,Resuelto,Ticket de prueba #4665,105
4666,TKT-004666,2023-10-01T15:48:00,2023-10-06T10:48:00,7,2,Alta,Resuelto,Ticket de prueba #4666,115
4667,TKT-004667,2023-09-10T20:32:00,2023-09-11T04:32:00,10,4,Crítica,Resuelto,Ticket de prueba #4667,8
4668,TKT-004668,2023-11-04T03:17:00,2023-11-06T16:17:00,6,2,Media,Resuelto,Ticket de prueba #4668,61
4669,TKT-004669,2024-02-19T18:44:00,2024-02-21T18:44:00,3,3,Crítica,Resuelto,Ticket de prueba #4669,48
4670,TKT-004670,2023-10-05T12:27:00,2023-10-09T09:27:00,6,6,Media,Resuelto,Ticket de prueba #4670,93
4671,TKT-004671,2023-12-13T06:35:00,2023-12-16T09:35:00,7,2,Alta,Resuelto,Ticket de prueba #4671,75
4672,TKT-004672,2023-09-13T04:18:00,2023-09-14T06:18:00,7,4,Media,Resuelto,Ticket de prueba #4672,26
4673,TKT-004673,2023-11-01T03:21:00,2023-11-03T16:21:00,2,2,Crítica,Resuelto,Ticket de prueba #4673,61
4674,TKT-004674,2024-10-22T22:59:00,2024-10-25T04:59:00,4,6,Media,Resuelto,Ticket de prueba #4674,54
4675,TKT-004675,2023-11-28T08:13:00,2023-12-01T21:13:00,5,4,Alta,Resuelto,Ticket de prueba #4675,85
4676,TKT-004676,2024-05-27T23:27:00,2024-05-29T07:27:00,10,1,Crítica,Resuelto,Ticket de prueba #4676,32
4677,TKT-004677,2023-04-14T12:46:00,2023-04-17T09:46:00,3,3,Crítica,Resuelto,Ticket de prueba #4677,69
4678,TKT-004678,2024-08-27T20:15:00,2024-08-31T03:15:00,10,7,Baja,Resuelto,Ticket de prueba #4678,79
4679,TKT-004679,2024-03-01T03:22:00,2024-03-05T18:22:00,4,6,Baja,Resuelto,Ticket de prueba #4679,111
4680,TKT-004680,2023-04-14T12:57:00,2023-04-18T17:57:00,9,6,Media,Resuelto,Ticket de prueba #4680,101
4681,TKT-004681,2024-12-12T14:05:00,2024-12-12T18:05:00,4,1,Crítica,Resuelto,Ticket de prueba #4681,4
4682,TKT-004682,2023-08-02T15:08:00,2023-08-04T16:08:00,1,4,Media,Resuelto,Ticket de prueba #4682,49
4683,TKT-004683,2023-01-05T03:17:00,2023-01-08T00:17:00,10,4,Crítica,Resuelto,Ticket de prueba #4683,69
4684,TKT-004684,2024-07-21T22:01:00,2024-07-24T22:01:00,3,4,Alta,Resuelto,Ticket de prueba #4684,72
4685,TKT-004685,2024-08-10T06:07:00,2024-08-10T23:07:00,2,3,Crítica,Resuelto,Ticket de prueba #4685,17
4686,TKT-004686,2023-07-21T18:49:00,2023-07-23T09:49:00,8,4,Media,Resuelto,Ticket de prueba #4686,39
4687,TKT-004687,2023-11-28T20:17:00,2023-12-03T08:17:00,3,6,Media,Resuelto,Ticket de prueba #4687,108
4688,TKT-004688,2024-02-02T22:18:00,2024-02-04T19:18:00,7,2,Media,Resuelto,Ticket de prueba #4688,45
4689,TKT-004689,2024-09-04T03:29:00,2024-09-04T21:29:00,10,7,Alta,Resuelto,Ticket de prueba #4689,18
4690,TKT-004690,2023-01-12T06:25:00,2023-01-16T16:25:00,10,3,Baja,Resuelto,Ticket de prueba #4690,106
4691,TKT-004691,2024-11-14T03:11:00,2024-11-17T14:11:00,7,6,Crítica,Resuelto,Ticket de prueba #4691,83
4692,TKT-004692,2023-10-27T18:29:00,2023-10-28T06:29:00,10,4,Crítica,Resuelto,Ticket de prueba #4692,12
4693,TKT-004693,2024-11-19T00:26:00,2024-11-22T16:26:00,9,2,Media,Resuelto,Ticket de prueba #4693,88
4694,TKT-004694,2023-12-03T07:38:00,2023-12-03T22:38:00,1,1,Crítica,Resuelto,Ticket de prueba #4694,15
4695,TKT-004695,2023-04-21T05:22:00,2023-04-25T10:22:00,10,1,Baja,Resuelto,Ticket de prueba #4695,101
4696,TKT-004696,2024-02-15T22:15:00,2024-02-18T23:15:00,10,3,Baja,Resuelto,Ticket de prueba #4696,73
4697,TKT-004697,2023-03-25T06:14:00,2023-03-26T12:14:00,5,3,Media,Resuelto,Ticket de prueba #4697,30
4698,TKT-004698,2024-05-02T21:26:00,2024-05-07T08:26:00,8,6,Media,Resuelto,Ticket de prueba #4698,107
4699,TKT-004699,2024-12-03T08:34:00,2024-12-07T14:34:00,2,3,Baja,Resuelto,Ticket de prueba #4699,102
4700,TKT-004700,2024-07-30T17:51:00,2024-08-03T10:51:00,5,1,Baja,Resuelto,Ticket de prueba #4700,89
4701,TKT-004701,2023-03-14T13:31:00,2023-03-17T18:31:00,4,1,Baja,Resuelto,Ticket de prueba #4701,77
4702,TKT-004702,2023-09-15T17:05:00,2023-09-16T07:05:00,7,1,Alta,Resuelto,Ticket de prueba #4702,14
4703,TKT-004703,2024-08-15T20:45:00,2024-08-19T00:45:00,2,7,Baja,Resuelto,Ticket de prueba #4703,76
4704,TKT-004704,2023-02-18T09:41:00,2023-02-23T05:41:00,3,1,Media,Resuelto,Ticket de prueba #4704,116
4705,TKT-004705,2024-06-26T17:53:00,2024-07-01T10:53:00,7,7,Crítica,Resuelto,Ticket de prueba #4705,113
4706,TKT-004706,2023-05-02T12:58:00,2023-05-05T10:58:00,1,6,Baja,Resuelto,Ticket de prueba #4706,70
4707,TKT-004707,2024-09-27T19:02:00,2024-09-29T03:02:00,5,2,Baja,Resuelto,Ticket de prueba #4707,32
4708,TKT-004708,2023-07-25T08:32:00,2023-07-30T03:32:00,6,3,Alta,Resuelto,Ticket de prueba #4708,115
4709,TKT-004709,2023-06-09T01:13:00,2023-06-10T18:13:00,4,1,Crítica,Resuelto,Ticket de prueba #4709,41
4710,TKT-004710,2023-03-04T22:30:00,2023-03-07T23:30:00,2,4,Baja,Resuelto,Ticket de prueba #4710,73
4711,TKT-004711,2023-07-30T17:24:00,2023-07-31T01:24:00,2,3,Crítica,Resuelto,Ticket de prueba #4711,8
4712,TKT-004712,2023-04-12T22:56:00,2023-04-13T10:56:00,8,1,Media,Resuelto,Ticket de prueba #4712,12
4713,TKT-004713,2023-05-19T22:06:00,2023-05-23T01:06:00,5,7,Baja,Resuelto,Ticket de prueba #4713,75
4714,TKT-004714,2023-05-19T09:57:00,2023-05-21T21:57:00,1,2,Baja,Resuelto,Ticket de prueba #4714,60
4715,TKT-004715,2023-10-24T02:07:00,2023-10-24T19:07:00,9,4,Alta,Resuelto,Ticket de prueba #4715,17
4716,TKT-004716,2023-11-21T04:58:00,2023-11-23T19:58:00,2,7,Media,Resuelto,Ticket de prueba #4716,63
4717,TKT-004717,2024-03-22T15:54:00,2024-03-25T09:54:00,6,4,Crítica,Resuelto,Ticket de prueba #4717,66
4718,TKT-004718,2023-10-29T13:12:00,2023-11-01T19:12:00,2,2,Baja,Resuelto,Ticket de prueba #4718,78
4719,TKT-004719,2023-02-08T20:31:00,2023-02-10T11:31:00,10,1,Crítica,Resuelto,Ticket de prueba #4719,39
4720,TKT-004720,2023-05-06T18:18:00,2023-05-07T16:18:00,4,6,Media,Resuelto,Ticket de prueba #4720,22
4721,TKT-004721,2023-05-02T11:18:00,2023-05-07T04:18:00,1,1,Media,Resuelto,Ticket de prueba #4721,113
4722,TKT-004722,2023-03-26T10:13:00,2023-03-28T05:13:00,1,4,Crítica,Resuelto,Ticket de prueba #4722,43
4723,TKT-004723,2024-11-08T05:24:00,2024-11-08T14:24:00,7,5,Alta,Resuelto,Ticket de prueba #4723,9
4724,TKT-004724,2023-12-19T10:10:00,2023-12-21T04:10:00,3,7,Crítica,Resuelto,Ticket de prueba #4724,42
4725,TKT-004725,2023-11-16T02:00:00,2023-11-16T20:00:00,6,3,Crítica,Resuelto,Ticket de prueba #4725,18
4726,TKT-004726,2023-03-08T22:29:00,2023-03-12T01:29:00,9,5,Alta,Resuelto,Ticket de prueba #4726,75
4727,TKT-004727,2024-06-17T16:58:00,2024-06-22T13:58:00,6,4,Crítica,Resuelto,Ticket de prueba #4727,117
4728,TKT-004728,2024-09-11T09:32:00,2024-09-14T10:32:00,10,2,Baja,Resuelto,Ticket de prueba #4728,73
4729,TKT-004729,2023-02-01T11:06:00,2023-02-04T15:06:00,6,4,Crítica,Resuelto,Ticket de prueba #4729,76
4730,TKT-004730,2023-12-23T21:58:00,2023-12-26T01:58:00,4,3,Alta,Resuelto,Ticket de prueba #4730,52
4731,TKT-004731,2024-05-31T09:56:00,2024-06-01T04:56:00,3,4,Baja,Resuelto,Ticket de prueba #4731,19
4732,TKT-004732,2024-04-11T04:24:00,2024-04-13T08:24:00,3,7,Alta,Resuelto,Ticket de prueba #4732,52
4733,TKT-004733,2024-02-19T11:01:00,2024-02-20T21:01:00,7,7,Baja,Resuelto,Ticket de prueba #4733,34
4734,TKT-004734,2024-05-02T00:42:00,2024-05-02T06:42:00,2,3,Alta,Resuelto,Ticket de prueba #4734,6
4735,TKT-004735,2023-04-24T07:00:00,2023-04-28T16:00:00,7,5,Crítica,Resuelto,Ticket de prueba #4735,105
4736,TKT-004736,2023-07-04T08:02:00,2023-07-08T13:02:00,9,4,Baja,Resuelto,Ticket de prueba #4736,101
4737,TKT-004737,2023-01-06T00:40:00,2023-01-10T09:40:00,7,4,Baja,Resuelto,Ticket de prueba #4737,105
4738,TKT-004738,2024-11-19T08:51:00,2024-11-23T10:51:00,2,4,Media,Resuelto,Ticket de prueba #4738,98
4739,TKT-004739,2024-07-03T04:00:00,2024-07-05T17:00:00,7,2,Media,Resuelto,Ticket de prueba #4739,61
4740,TKT-004740,2024-05-28T23:07:00,2024-05-29T15:07:00,6,7,Media,Resuelto,Ticket de prueba #4740,16
4741,TKT-004741,2023-05-24T07:09:00,2023-05-27T06:09:00,3,2,Media,Resuelto,Ticket de prueba #4741,71
4742,TKT-004742,2024-07-23T04:18:00,2024-07-23T06:18:00,9,3,Crítica,Resuelto,Ticket de prueba #4742,2
4743,TKT-004743,2023-12-01T04:33:00,2023-12-02T05:33:00,6,5,Alta,Resuelto,Ticket de prueba #4743,25
4744,TKT-004744,2023-02-02T00:17:00,2023-02-02T12:17:00,1,6,Alta,Resuelto,Ticket de prueba #4744,12
4745,TKT-004745,2024-04-08T19:51:00,2024-04-09T10:51:00,4,3,Baja,Resuelto,Ticket de prueba #4745,15
4746,TKT-004746,2024-12-22T03:59:00,2024-12-23T11:59:00,6,6,Baja,Resuelto,Ticket de prueba #4746,32
4747,TKT-004747,2023-11-18T06:20:00,2023-11-22T10:20:00,8,2,Media,Resuelto,Ticket de prueba #4747,100
4748,TKT-004748,2024-10-20T16:37:00,2024-10-21T09:37:00,1,7,Crítica,Resuelto,Ticket de prueba #4748,17
4749,TKT-004749,2023-10-24T03:40:00,2023-10-27T21:40:00,6,4,Baja,Resuelto,Ticket de prueba #4749,90
4750,TKT-004750,2024-09-05T14:33:00,2024-09-06T21:33:00,1,2,Baja,Resuelto,Ticket de prueba #4750,31
4751,TKT-004751,2023-03-16T00:57:00,2023-03-17T15:57:00,2,5,Alta,Resuelto,Ticket de prueba #4751,39
4752,TKT-004752,2024-12-30T10:15:00,2025-01-01T01:15:00,2,5,Alta,Resuelto,Ticket de prueba #4752,39
4753,TKT-004753,2023-05-10T16:48:00,2023-05-15T13:48:00,2,6,Alta,Resuelto,Ticket de prueba #4753,117
4754,TKT-004754,2023-10-22T15:35:00,2023-10-24T20:35:00,8,3,Media,Resuelto,Ticket de prueba #4754,53
4755,TKT-004755,2024-07-17T01:11:00,2024-07-17T12:11:00,9,6,Media,Resuelto,Ticket de prueba #4755,11
4756,TKT-004756,2023-01-24T12:14:00,2023-01-28T13:14:00,6,4,Baja,Resuelto,Ticket de prueba #4756,97
4757,TKT-004757,2024-11-20T07:29:00,2024-11-23T07:29:00,10,7,Baja,Resuelto,Ticket de prueba #4757,72
4758,TKT-004758,2024-11-14T04:06:00,2024-11-15T09:06:00,10,6,Crítica,Resuelto,Ticket de prueba #4758,29
4759,TKT-004759,2023-09-14T07:52:00,2023-09-18T04:52:00,7,5,Baja,Resuelto,Ticket de prueba #4759,93
4760,TKT-004760,2023-11-23T10:35:00,2023-11-25T04:35:00,6,4,Alta,Resuelto,Ticket de prueba #4760,42
4761,TKT-004761,2024-08-29T18:19:00,2024-09-02T12:19:00,1,5,Alta,Resuelto,Ticket de prueba #4761,90
4762,TKT-004762,2023-07-11T18:57:00,2023-07-15T17:57:00,1,7,Crítica,Resuelto,Ticket de prueba #4762,95
4763,TKT-004763,2024-09-09T13:36:00,2024-09-12T23:36:00,1,6,Alta,Resuelto,Ticket de prueba #4763,82
4764,TKT-004764,2024-01-03T04:33:00,2024-01-06T10:33:00,9,4,Baja,Resuelto,Ticket de prueba #4764,78
4765,TKT-004765,2024-01-22T02:46:00,2024-01-22T09:46:00,7,3,Crítica,Resuelto,Ticket de prueba #4765,7
4766,TKT-004766,2024-04-15T07:14:00,2024-04-17T17:14:00,5,3,Crítica,Resuelto,Ticket de prueba #4766,58
4767,TKT-004767,2023-02-14T02:25:00,2023-02-15T19:25:00,3,4,Crítica,Resuelto,Ticket de prueba #4767,41
4768,TKT-004768,2023-04-06T07:26:00,2023-04-09T20:26:00,9,1,Alta,Resuelto,Ticket de prueba #4768,85
4769,TKT-004769,2024-08-24T17:03:00,2024-08-25T11:03:00,6,2,Baja,Resuelto,Ticket de prueba #4769,18
4770,TKT-004770,2024-06-08T08:12:00,2024-06-10T22:12:00,7,5,Media,Resuelto,Ticket de prueba #4770,62
4771,TKT-004771,2024-10-17T19:54:00,2024-10-19T22:54:00,5,3,Alta,Resuelto,Ticket de prueba #4771,51
4772,TKT-004772,2024-04-15T15:55:00,2024-04-20T12:55:00,3,3,Baja,Resuelto,Ticket de prueba #4772,117
4773,TKT-004773,2024-06-28T09:43:00,2024-06-29T09:43:00,4,6,Media,Resuelto,Ticket de prueba #4773,24
4774,TKT-004774,2023-09-14T05:13:00,2023-09-15T20:13:00,9,1,Baja,Resuelto,Ticket de prueba #4774,39
4775,TKT-004775,2023-10-08T02:29:00,2023-10-11T21:29:00,3,3,Baja,Resuelto,Ticket de prueba #4775,91
4776,TKT-004776,2023-12-05T10:15:00,2023-12-10T02:15:00,7,5,Baja,Resuelto,Ticket de prueba #4776,112
4777,TKT-004777,2023-12-02T17:21:00,2023-12-04T10:21:00,8,3,Baja,Resuelto,Ticket de prueba #4777,41
